calories,protein,fat,carbs,bmi,goal,recommendation
2200,103,45,131,25.1,maintenance,unhealthy
1868,76,23,57,24.6,muscle_gain,excellent
2093,117,52,194,21.7,weight_loss,unhealthy
1660,111,57,282,22.2,weight_loss,unhealthy
913,38,59,110,20.4,weight_loss,unhealthy
282,61,65,24,23.0,weight_loss,unhealthy
1368,121,36,137,28.2,maintenance,unhealthy
2101,124,50,219,24.0,muscle_gain,excellent
2248,151,96,121,29.8,maintenance,unhealthy
250,75,40,279,34.8,weight_loss,balanced
884,163,22,151,23.8,maintenance,balanced
916,44,78,182,25.3,muscle_gain,excellent
1669,146,22,175,20.0,weight_loss,unhealthy
648,107,16,128,24.1,weight_loss,excellent
1080,128,76,212,30.1,maintenance,unhealthy
687,127,50,20,20.9,maintenance,balanced
2023,104,59,258,20.3,maintenance,unhealthy
2281,169,42,257,23.8,muscle_gain,excellent
2342,176,82,163,31.7,muscle_gain,excellent
1774,141,6,34,28.2,muscle_gain,excellent
2401,62,13,230,34.2,weight_loss,unhealthy
449,152,9,119,33.3,weight_loss,excellent
873,113,23,99,19.7,maintenance,balanced
637,125,75,274,17.8,weight_loss,unhealthy
2365,96,43,49,24.2,muscle_gain,excellent
970,54,46,272,26.4,weight_loss,unhealthy
467,152,21,167,26.3,maintenance,balanced
2184,109,67,127,19.4,maintenance,unhealthy
1277,168,94,265,19.2,maintenance,unhealthy
435,121,50,205,17.8,maintenance,balanced
588,31,95,23,32.3,weight_loss,unhealthy
962,36,96,127,34.1,maintenance,balanced
2048,5,24,226,19.1,weight_loss,unhealthy
823,21,74,214,20.8,maintenance,balanced
1452,141,12,86,18.6,maintenance,unhealthy
777,88,23,181,32.8,weight_loss,balanced
2322,49,36,35,34.3,muscle_gain,excellent
634,70,23,137,21.7,muscle_gain,excellent
2350,36,28,151,22.5,muscle_gain,excellent
963,49,28,33,23.5,muscle_gain,excellent
1529,13,60,241,26.0,maintenance,unhealthy
2345,34,85,186,29.3,weight_loss,unhealthy
1558,88,22,244,26.1,muscle_gain,excellent
646,170,16,35,34.1,maintenance,balanced
2217,64,45,275,18.8,weight_loss,unhealthy
1531,5,91,126,31.4,maintenance,unhealthy
448,9,52,67,23.0,muscle_gain,unbalanced
365,67,86,279,23.8,weight_loss,unhealthy
1558,168,68,131,29.8,weight_loss,unhealthy
1219,69,20,168,33.7,maintenance,unhealthy
741,82,84,187,29.9,maintenance,balanced
958,156,27,153,31.0,weight_loss,balanced
2328,136,90,98,30.5,muscle_gain,excellent
2380,118,43,248,22.8,muscle_gain,excellent
996,29,37,47,30.6,weight_loss,balanced
337,139,28,88,31.1,weight_loss,balanced
2431,145,65,261,26.6,muscle_gain,excellent
1553,47,59,158,26.7,muscle_gain,excellent
2075,61,65,25,30.7,maintenance,unhealthy
268,168,88,278,31.7,maintenance,balanced
2300,146,99,127,23.1,muscle_gain,excellent
1673,76,44,201,31.4,weight_loss,unhealthy
404,31,62,297,31.7,weight_loss,unhealthy
2373,132,76,203,21.2,maintenance,unhealthy
242,110,78,290,29.9,weight_loss,unhealthy
2106,169,5,259,20.4,weight_loss,unhealthy
2358,75,89,240,18.7,weight_loss,unhealthy
960,157,29,12,27.3,weight_loss,balanced
2342,71,57,183,33.4,maintenance,unhealthy
2194,94,65,249,17.6,weight_loss,unhealthy
2135,8,50,113,31.9,muscle_gain,unbalanced
1099,110,78,298,26.1,maintenance,unhealthy
559,83,64,253,32.5,weight_loss,unhealthy
1919,100,55,297,32.2,weight_loss,unhealthy
480,97,77,282,32.8,weight_loss,unhealthy
2087,78,88,129,30.8,maintenance,unhealthy
866,130,52,268,32.2,weight_loss,unhealthy
292,20,88,79,20.2,maintenance,healthy
871,151,44,192,22.5,muscle_gain,excellent
2169,161,11,256,21.4,weight_loss,unhealthy
260,120,79,127,30.4,maintenance,balanced
1228,22,89,40,19.8,muscle_gain,healthy
1689,176,23,158,20.3,maintenance,unhealthy
803,20,19,25,32.8,weight_loss,balanced
881,134,74,282,29.7,maintenance,balanced
1628,60,65,111,32.8,weight_loss,unhealthy
2480,83,60,81,19.5,maintenance,unhealthy
723,107,14,202,24.2,muscle_gain,excellent
2168,32,50,120,22.1,weight_loss,unhealthy
1301,9,84,286,17.2,muscle_gain,unbalanced
1953,110,79,115,22.1,weight_loss,unhealthy
2036,26,61,46,23.8,maintenance,unhealthy
2496,121,39,190,18.7,muscle_gain,excellent
2294,104,76,152,27.2,weight_loss,unhealthy
1344,17,96,123,23.9,muscle_gain,unbalanced
2461,69,7,247,17.8,muscle_gain,excellent
2486,148,70,103,29.7,weight_loss,unhealthy
1279,90,57,269,30.1,maintenance,unhealthy
306,68,82,116,32.0,muscle_gain,healthy
247,36,56,253,25.7,weight_loss,unhealthy
536,84,97,32,34.4,muscle_gain,excellent
1249,55,57,280,33.5,muscle_gain,excellent
1480,83,58,149,26.9,maintenance,unhealthy
2255,178,51,91,25.0,weight_loss,unhealthy
824,110,7,165,17.1,weight_loss,balanced
2090,67,69,28,29.8,muscle_gain,excellent
1476,80,19,78,27.2,maintenance,unhealthy
1915,64,88,141,33.9,maintenance,unhealthy
502,69,90,265,27.7,maintenance,balanced
838,121,38,218,34.9,weight_loss,balanced
255,85,54,19,32.4,weight_loss,unhealthy
925,109,37,149,34.2,muscle_gain,excellent
725,132,77,144,22.9,maintenance,balanced
673,75,7,264,19.7,maintenance,balanced
227,90,6,267,31.3,weight_loss,excellent
2325,158,8,103,31.2,muscle_gain,excellent
564,144,20,250,20.8,weight_loss,balanced
725,75,58,246,30.8,weight_loss,unhealthy
1535,50,37,174,27.5,muscle_gain,excellent
1082,51,13,157,19.0,maintenance,unhealthy
1230,83,61,227,26.0,maintenance,unhealthy
1226,170,44,117,33.8,muscle_gain,excellent
1846,153,56,240,26.1,maintenance,unhealthy
1118,146,86,79,31.2,muscle_gain,excellent
1974,134,20,230,17.5,muscle_gain,excellent
1731,131,12,83,30.1,weight_loss,unhealthy
2106,113,91,188,34.0,maintenance,unhealthy
1415,123,64,89,26.0,maintenance,unhealthy
1854,105,40,168,23.1,muscle_gain,excellent
684,165,7,178,28.6,weight_loss,excellent
2275,10,19,170,33.5,weight_loss,unhealthy
913,130,86,41,20.2,maintenance,balanced
1262,107,27,130,24.3,muscle_gain,excellent
2176,41,7,224,19.8,maintenance,unhealthy
1496,146,34,12,25.9,maintenance,unhealthy
1454,41,49,237,26.7,weight_loss,unhealthy
2333,12,21,57,34.0,weight_loss,unhealthy
325,81,62,176,24.4,weight_loss,unhealthy
736,145,62,20,27.2,weight_loss,unhealthy
2392,44,61,247,32.9,muscle_gain,excellent
2272,111,11,287,22.8,maintenance,unhealthy
1803,96,43,250,29.1,weight_loss,unhealthy
266,22,82,201,30.6,maintenance,balanced
432,61,62,21,22.9,muscle_gain,excellent
2356,87,60,62,20.0,weight_loss,unhealthy
1369,170,19,64,26.1,muscle_gain,excellent
2358,36,48,30,23.4,weight_loss,unhealthy
2475,29,16,28,21.8,maintenance,unhealthy
310,37,12,68,34.5,muscle_gain,healthy
1693,92,84,160,26.0,weight_loss,unhealthy
2281,162,45,268,32.4,maintenance,unhealthy
822,108,38,67,20.5,maintenance,balanced
1741,38,50,225,33.9,maintenance,unhealthy
1505,106,92,71,31.3,weight_loss,unhealthy
1961,131,33,155,31.6,maintenance,unhealthy
2175,73,20,248,24.0,maintenance,unhealthy
1076,44,9,191,25.7,weight_loss,balanced
2189,84,9,104,27.7,muscle_gain,excellent
1512,145,34,87,31.2,maintenance,unhealthy
1660,35,54,151,32.3,weight_loss,unhealthy
1933,120,9,114,18.4,muscle_gain,excellent
1805,171,17,270,33.3,maintenance,unhealthy
1726,67,53,104,33.9,weight_loss,unhealthy
1830,52,93,232,27.7,weight_loss,unhealthy
1360,91,54,199,20.4,maintenance,unhealthy
958,52,18,138,31.7,muscle_gain,excellent
442,65,50,204,26.9,muscle_gain,excellent
1263,144,94,29,31.7,muscle_gain,excellent
428,82,86,249,31.7,maintenance,balanced
1119,22,88,244,18.6,maintenance,unhealthy
1446,159,38,94,27.9,muscle_gain,excellent
205,32,75,103,25.7,muscle_gain,healthy
667,84,51,51,34.0,muscle_gain,excellent
1955,20,64,83,22.3,muscle_gain,unbalanced
274,81,78,124,20.7,weight_loss,unhealthy
203,141,83,199,33.1,maintenance,balanced
2070,30,85,134,19.7,muscle_gain,healthy
845,32,15,15,29.4,weight_loss,balanced
317,109,95,51,22.4,muscle_gain,healthy
1829,81,89,67,27.2,muscle_gain,excellent
2221,168,99,19,28.1,weight_loss,unhealthy
1146,13,54,98,24.5,muscle_gain,unbalanced
1664,179,8,120,34.5,muscle_gain,excellent
393,55,45,48,19.4,weight_loss,unhealthy
1046,80,63,176,24.0,weight_loss,unhealthy
1615,126,64,20,24.7,weight_loss,unhealthy
1658,36,85,119,28.4,weight_loss,unhealthy
2420,61,66,25,24.3,weight_loss,unhealthy
1868,58,88,42,18.7,muscle_gain,excellent
1633,120,29,242,34.1,maintenance,unhealthy
1341,148,91,197,24.5,weight_loss,unhealthy
2010,66,83,233,23.2,maintenance,unhealthy
923,88,37,68,25.0,muscle_gain,excellent
424,60,23,60,20.9,weight_loss,balanced
731,27,61,280,18.8,maintenance,balanced
312,21,19,52,19.7,maintenance,healthy
2387,170,45,36,20.0,maintenance,unhealthy
758,162,73,65,20.6,maintenance,balanced
2248,82,84,130,24.6,maintenance,unhealthy
2337,26,64,122,28.2,weight_loss,unhealthy
853,112,26,124,28.3,weight_loss,balanced
519,21,47,118,17.0,weight_loss,unhealthy
1773,19,36,184,33.6,maintenance,unhealthy
2028,118,17,121,31.8,maintenance,unhealthy
2117,52,42,109,34.4,muscle_gain,excellent
338,164,30,17,23.5,maintenance,healthy
2226,117,85,144,29.0,muscle_gain,excellent
1101,172,9,260,20.0,muscle_gain,excellent
889,101,53,249,31.7,weight_loss,unhealthy
2239,95,95,231,19.9,maintenance,unhealthy
209,20,9,154,22.9,maintenance,healthy
460,160,75,13,25.8,muscle_gain,excellent
2142,102,52,291,27.7,muscle_gain,excellent
1873,115,22,206,27.1,maintenance,unhealthy
2419,5,99,137,18.8,muscle_gain,unbalanced
2260,45,10,270,24.6,maintenance,unhealthy
1391,52,70,100,33.6,maintenance,unhealthy
1819,163,81,268,32.7,muscle_gain,excellent
520,168,46,103,27.6,weight_loss,unhealthy
1542,112,56,266,27.3,maintenance,unhealthy
1836,165,15,145,19.0,muscle_gain,excellent
2194,165,30,22,20.6,muscle_gain,excellent
2143,107,25,207,21.5,muscle_gain,excellent
2238,132,70,187,25.8,maintenance,unhealthy
1318,155,44,121,30.2,maintenance,unhealthy
1804,34,60,273,25.3,maintenance,unhealthy
435,49,55,88,19.3,muscle_gain,excellent
2169,84,24,265,24.9,weight_loss,unhealthy
533,43,85,83,19.9,weight_loss,unhealthy
2108,49,84,170,30.5,maintenance,unhealthy
575,82,61,210,20.0,maintenance,healthy
1360,85,9,42,25.7,maintenance,unhealthy
1770,144,18,82,29.5,weight_loss,unhealthy
1519,97,28,207,21.1,weight_loss,unhealthy
2055,36,72,249,18.4,maintenance,unhealthy
1572,28,56,83,27.1,muscle_gain,healthy
1072,120,52,40,18.0,weight_loss,unhealthy
1452,17,92,23,27.6,maintenance,unhealthy
2051,152,51,214,30.6,weight_loss,unhealthy
1514,83,64,77,22.9,muscle_gain,excellent
924,60,77,137,25.8,muscle_gain,excellent
2252,57,7,35,33.7,weight_loss,unhealthy
277,72,13,193,25.5,maintenance,balanced
331,38,86,146,34.9,weight_loss,unhealthy
800,32,87,115,19.8,maintenance,balanced
1972,54,28,33,29.8,weight_loss,unhealthy
1265,134,8,203,28.7,muscle_gain,excellent
2336,115,13,178,32.7,weight_loss,unhealthy
2063,98,5,45,18.7,maintenance,unhealthy
1518,158,39,110,22.0,maintenance,unhealthy
815,51,78,43,19.4,muscle_gain,excellent
2088,30,16,48,33.8,maintenance,unhealthy
1246,88,22,220,24.7,maintenance,unhealthy
774,110,82,239,33.4,muscle_gain,excellent
2390,96,14,288,22.3,maintenance,unhealthy
1192,124,78,89,19.3,maintenance,unhealthy
2392,79,22,247,22.3,weight_loss,unhealthy
1448,126,28,181,27.7,weight_loss,unhealthy
702,155,5,68,32.2,weight_loss,excellent
2197,169,98,31,23.9,weight_loss,unhealthy
1020,45,83,247,33.5,weight_loss,unhealthy
2351,56,76,103,21.4,weight_loss,unhealthy
2170,86,86,253,29.5,weight_loss,unhealthy
397,159,20,20,30.2,muscle_gain,healthy
1869,138,89,126,21.9,weight_loss,unhealthy
1402,78,19,274,17.5,maintenance,unhealthy
1671,70,66,21,23.6,muscle_gain,excellent
1846,28,9,163,17.8,weight_loss,unhealthy
1892,170,49,47,33.2,weight_loss,unhealthy
1512,32,56,140,34.2,maintenance,unhealthy
2235,160,75,234,30.2,muscle_gain,excellent
677,121,11,152,30.1,maintenance,balanced
1454,118,31,63,21.3,maintenance,unhealthy
1122,65,93,33,18.3,muscle_gain,excellent
619,178,90,130,31.4,maintenance,balanced
2404,73,17,128,27.1,muscle_gain,excellent
1320,118,21,170,29.3,maintenance,unhealthy
1150,79,48,83,31.0,muscle_gain,excellent
1477,175,17,194,24.4,weight_loss,unhealthy
2443,63,94,201,19.6,muscle_gain,excellent
2057,134,77,229,31.3,maintenance,unhealthy
716,19,9,130,25.2,maintenance,balanced
1858,109,37,218,31.9,weight_loss,unhealthy
2065,169,8,173,24.9,weight_loss,unhealthy
1341,152,96,277,20.9,weight_loss,unhealthy
2132,102,30,12,20.1,muscle_gain,excellent
1014,39,72,59,30.4,muscle_gain,excellent
2475,166,20,220,27.3,muscle_gain,excellent
2100,35,26,25,24.3,muscle_gain,excellent
2463,131,40,177,25.9,muscle_gain,excellent
2262,23,62,292,26.9,maintenance,unhealthy
2294,28,59,194,21.3,maintenance,unhealthy
329,88,39,147,23.8,maintenance,healthy
294,171,29,134,22.3,muscle_gain,healthy
2155,96,76,67,24.0,weight_loss,unhealthy
993,171,85,75,26.0,maintenance,balanced
2034,149,65,211,20.1,maintenance,unhealthy
2316,151,22,18,24.1,muscle_gain,excellent
1883,122,62,114,23.9,muscle_gain,excellent
210,167,80,98,22.1,muscle_gain,healthy
2065,164,61,98,35.0,maintenance,unhealthy
911,179,91,15,18.3,weight_loss,unhealthy
2270,51,67,167,28.6,muscle_gain,excellent
1014,178,16,112,20.1,muscle_gain,excellent
545,107,15,232,32.1,weight_loss,excellent
562,125,17,180,33.5,weight_loss,excellent
2465,167,39,42,24.2,weight_loss,unhealthy
2388,98,31,190,31.8,muscle_gain,excellent
1184,149,93,193,21.5,muscle_gain,excellent
1839,46,71,96,19.5,maintenance,unhealthy
1027,115,93,78,22.7,maintenance,unhealthy
555,33,49,35,23.2,maintenance,healthy
1547,128,78,15,24.2,maintenance,unhealthy
2063,21,85,265,23.7,maintenance,unhealthy
326,18,71,191,24.4,maintenance,healthy
803,156,26,269,29.8,muscle_gain,excellent
2128,54,82,243,21.4,maintenance,unhealthy
1213,61,95,291,17.3,muscle_gain,excellent
250,108,46,216,25.8,muscle_gain,healthy
1630,43,24,86,25.1,weight_loss,unhealthy
1992,100,52,177,18.1,muscle_gain,excellent
1836,40,22,65,19.4,muscle_gain,excellent
1845,118,81,90,26.2,muscle_gain,excellent
1405,41,74,176,21.2,weight_loss,unhealthy
2054,18,78,185,32.8,muscle_gain,unbalanced
766,159,97,290,20.1,weight_loss,unhealthy
1135,127,10,158,17.4,maintenance,unhealthy
2134,87,43,265,25.1,muscle_gain,excellent
1532,163,15,290,34.8,maintenance,unhealthy
401,77,29,287,28.4,muscle_gain,excellent
316,106,98,288,23.4,weight_loss,unhealthy
1136,85,59,215,17.3,maintenance,unhealthy
774,87,88,39,25.7,muscle_gain,excellent
2491,48,62,227,20.7,muscle_gain,excellent
736,72,41,240,28.7,weight_loss,unhealthy
1825,52,20,171,27.5,muscle_gain,excellent
2322,61,99,226,21.8,maintenance,unhealthy
585,79,97,237,18.2,weight_loss,unhealthy
674,26,74,230,30.6,maintenance,balanced
617,136,97,243,27.5,maintenance,balanced
1138,50,77,82,32.2,muscle_gain,excellent
1154,166,41,104,21.7,muscle_gain,excellent
1075,15,57,104,28.8,weight_loss,unhealthy
962,35,91,252,19.1,weight_loss,unhealthy
1402,143,20,272,22.3,weight_loss,unhealthy
1405,124,22,133,28.8,maintenance,unhealthy
863,60,23,297,31.9,maintenance,balanced
224,42,48,276,22.8,maintenance,healthy
2190,25,6,118,31.4,maintenance,unhealthy
1403,114,62,57,29.2,muscle_gain,excellent
909,98,14,104,23.3,weight_loss,balanced
2079,142,80,42,32.8,muscle_gain,excellent
1384,158,50,127,26.2,muscle_gain,excellent
2424,140,86,141,28.7,maintenance,unhealthy
484,12,23,260,25.9,weight_loss,balanced
262,76,42,131,25.1,maintenance,balanced
1202,123,41,227,32.3,maintenance,unhealthy
861,38,95,62,22.3,weight_loss,unhealthy
2403,148,82,135,17.7,weight_loss,unhealthy
1692,109,49,168,32.8,muscle_gain,excellent
1166,145,38,168,31.9,maintenance,unhealthy
1048,91,6,292,23.6,maintenance,unhealthy
1307,154,48,98,20.3,maintenance,unhealthy
888,159,87,185,29.2,weight_loss,unhealthy
347,68,31,168,18.4,maintenance,balanced
541,6,52,258,24.6,maintenance,healthy
1286,113,98,131,18.5,maintenance,unhealthy
1924,30,11,246,27.8,maintenance,unhealthy
1583,87,31,134,17.5,muscle_gain,excellent
526,111,89,288,28.3,weight_loss,unhealthy
1992,73,75,101,29.1,muscle_gain,excellent
1959,101,93,114,25.8,weight_loss,unhealthy
1189,34,22,51,20.2,maintenance,unhealthy
2462,12,37,138,18.8,weight_loss,unhealthy
1151,42,37,62,22.6,muscle_gain,excellent
922,85,29,177,25.4,maintenance,balanced
2279,112,18,99,28.6,muscle_gain,excellent
628,69,42,256,17.0,muscle_gain,excellent
1700,71,42,183,29.8,muscle_gain,excellent
485,178,8,96,29.8,weight_loss,excellent
2265,94,66,159,25.0,muscle_gain,excellent
968,99,86,258,23.2,weight_loss,unhealthy
1594,76,14,124,32.2,muscle_gain,excellent
393,47,39,189,31.1,muscle_gain,healthy
1187,50,27,129,34.7,weight_loss,unhealthy
1336,129,93,37,23.7,weight_loss,unhealthy
2361,167,69,126,33.3,muscle_gain,excellent
1901,43,86,200,18.6,muscle_gain,excellent
1146,55,83,154,24.4,maintenance,unhealthy
1030,8,29,271,25.4,muscle_gain,unbalanced
2120,125,57,151,24.9,muscle_gain,excellent
254,84,88,123,28.3,maintenance,balanced
999,81,21,282,20.1,muscle_gain,excellent
977,137,61,47,32.6,muscle_gain,excellent
1681,59,79,206,26.9,weight_loss,unhealthy
2101,24,81,22,33.3,weight_loss,unhealthy
2409,156,93,121,17.0,weight_loss,unhealthy
2334,168,24,146,28.3,muscle_gain,excellent
254,38,29,181,24.4,weight_loss,balanced
2023,126,46,136,26.1,muscle_gain,excellent
1401,113,49,28,30.4,maintenance,unhealthy
1032,130,35,217,21.1,weight_loss,balanced
512,58,69,167,20.7,maintenance,healthy
2058,166,56,169,29.7,muscle_gain,excellent
2207,149,84,249,26.4,muscle_gain,excellent
2206,137,96,88,21.2,maintenance,unhealthy
1990,93,25,206,25.7,maintenance,unhealthy
527,150,34,129,25.3,maintenance,balanced
1487,57,7,257,29.4,maintenance,unhealthy
2343,54,74,148,17.0,weight_loss,unhealthy
1311,76,47,235,27.6,maintenance,unhealthy
1511,177,33,92,27.9,weight_loss,unhealthy
651,145,7,35,30.4,maintenance,balanced
1723,20,62,137,33.0,maintenance,unhealthy
364,17,37,232,24.9,weight_loss,balanced
381,24,79,53,23.2,muscle_gain,healthy
1109,70,49,93,18.8,muscle_gain,excellent
1022,51,73,34,23.1,muscle_gain,excellent
1143,151,36,229,18.2,muscle_gain,excellent
2201,177,86,213,31.5,weight_loss,unhealthy
2254,169,88,202,31.5,muscle_gain,excellent
529,126,56,11,24.5,weight_loss,unhealthy
974,58,68,211,21.7,weight_loss,unhealthy
2398,10,44,41,19.1,weight_loss,unhealthy
346,18,96,98,32.3,weight_loss,unhealthy
1114,136,17,211,32.8,weight_loss,unhealthy
1771,90,94,187,21.8,maintenance,unhealthy
1508,166,84,202,28.2,weight_loss,unhealthy
281,31,93,169,21.7,muscle_gain,healthy
713,11,78,213,21.1,weight_loss,unhealthy
2120,135,33,250,17.4,muscle_gain,excellent
2139,179,67,124,27.4,weight_loss,unhealthy
945,6,88,219,19.7,muscle_gain,unbalanced
1609,84,30,231,17.2,weight_loss,unhealthy
906,157,63,191,18.9,maintenance,balanced
670,64,53,268,22.6,muscle_gain,excellent
595,28,57,49,29.0,muscle_gain,healthy
1755,19,92,69,20.6,weight_loss,unhealthy
1004,99,35,20,33.0,muscle_gain,excellent
1133,146,16,129,22.2,weight_loss,unhealthy
1479,138,62,51,23.0,maintenance,unhealthy
1957,85,40,199,20.9,maintenance,unhealthy
1104,22,14,132,21.6,weight_loss,unhealthy
1276,24,10,198,18.3,weight_loss,unhealthy
2090,119,11,261,22.3,maintenance,unhealthy
1723,44,35,101,32.5,muscle_gain,excellent
1587,43,95,222,29.4,muscle_gain,excellent
1503,36,76,211,32.8,muscle_gain,excellent
792,128,7,277,18.9,maintenance,balanced
2306,112,51,164,25.2,weight_loss,unhealthy
327,31,89,204,21.1,maintenance,healthy
935,114,5,37,30.0,muscle_gain,excellent
720,101,49,203,34.5,weight_loss,unhealthy
436,78,58,232,31.7,weight_loss,unhealthy
1504,21,54,116,17.6,muscle_gain,healthy
1981,53,83,158,22.7,weight_loss,unhealthy
1501,85,11,144,17.5,muscle_gain,excellent
2251,120,67,104,17.7,maintenance,unhealthy
641,27,19,279,18.4,weight_loss,excellent
2276,102,93,135,22.0,muscle_gain,excellent
1004,76,71,21,22.5,muscle_gain,excellent
274,145,34,13,24.2,maintenance,healthy
2375,155,82,177,24.3,weight_loss,unhealthy
2289,61,72,17,30.9,weight_loss,unhealthy
1579,152,40,133,19.5,weight_loss,unhealthy
240,90,71,194,19.8,weight_loss,unhealthy
2281,27,9,44,28.3,maintenance,unhealthy
1900,109,29,82,27.3,maintenance,unhealthy
1601,167,99,22,19.8,weight_loss,unhealthy
787,71,15,48,32.3,muscle_gain,excellent
1822,38,76,93,22.9,weight_loss,unhealthy
541,37,94,30,23.6,weight_loss,unhealthy
2274,50,70,262,24.6,muscle_gain,excellent
845,85,32,267,22.8,weight_loss,balanced
930,177,64,39,27.0,muscle_gain,excellent
367,151,14,137,24.0,maintenance,healthy
809,91,54,49,21.7,muscle_gain,excellent
1972,19,43,106,33.3,maintenance,unhealthy
2240,127,41,233,22.6,weight_loss,unhealthy
654,125,67,101,29.6,muscle_gain,excellent
1908,82,65,289,23.3,muscle_gain,excellent
901,70,89,179,24.8,weight_loss,unhealthy
1799,43,96,293,21.2,maintenance,unhealthy
329,22,42,231,30.5,muscle_gain,healthy
2045,164,37,126,30.3,muscle_gain,excellent
1586,25,79,257,17.4,weight_loss,unhealthy
892,172,49,98,18.1,maintenance,balanced
1594,31,48,87,33.6,weight_loss,unhealthy
993,6,5,83,33.0,muscle_gain,unbalanced
228,101,57,23,26.1,weight_loss,unhealthy
348,43,51,54,25.9,weight_loss,unhealthy
1519,60,37,47,31.6,maintenance,unhealthy
2258,111,71,254,19.5,maintenance,unhealthy
1336,131,94,71,28.8,weight_loss,unhealthy
386,17,19,105,25.6,weight_loss,excellent
1450,130,18,261,30.4,weight_loss,unhealthy
1533,60,27,70,17.5,muscle_gain,excellent
297,32,58,278,27.7,maintenance,balanced
254,68,12,128,27.0,muscle_gain,healthy
